10.524,72.117,-21.0512,0.321612,0,1,0.713553
38.9119,49.9633,24.3067,0.437694,0,1,0.249224
-33.8941,87.733,19.6061,0.142923,0,0.571694,1
-18.6053,32.9238,6.1016,0.959703,1,0.161189,0
-19.8337,86.8884,18.2492,0.224464,0,0.897855,1
-14.2976,65.9379,-15.0438,0.508908,0.0356334,1,0
19.0683,65.8037,-0.795448,0.348685,0,1,0.605261
-29.2855,94.3529,17.4003,0.0852346,0,0.340938,1
64.4333,44.9431,30.6432,0.343445,0,1,0.626219
-32.3008,74.0915,5.80436,0.339721,0,1,0.641114
2.14354,80.0139,0.76252,0.279291,0,1,0.882837
-30.0521,77.7677,12.2183,0.300829,0,1,0.796683
-34.6875,95.2789,-6.65656,0.0441068,0,0.176427,1
50.2709,47.5666,27.4734,0.390964,0,1,0.436146
45.3919,46.4433,26.2413,0.437161,0,1,0.251355
47.9181,43.7241,27.7247,0.453455,0,1,0.186181
-30.0183,91.0316,16.9206,0.124186,0,0.496744,1
28.0005,44.6358,-19.3448,0.534392,0.137568,1,0
-3.92484,79.6138,-5.85704,0.313186,0,1,0.747256
-20.4084,89.6948,-13.2412,0.187552,0,0.750206,1
45.8483,32.7207,-19.5336,0.499534,0,1,0.00186211
-40.7084,89.9048,-2.64226,0.0726614,0,0.290646,1
-0.457156,91.7155,-14.2384,0.141086,0,0.564346,1
-32.7252,75.296,-5.74584,0.325009,0,1,0.699963
-21.3102,55.3927,-1.77852,0.646939,0.587756,1,0
10.9108,80.3426,1.99354,0.219188,0,0.876752,1
10.6752,84.3823,-3.3783,0.167983,0,0.671933,1
46.1012,35.6737,-19.3321,0.464174,0,1,0.143306
-12.3292,94.1309,15.1301,0.138761,0,0.555042,1
-11.0543,92.3722,15.6294,0.161946,0,0.647784,1
-22.0693,61.7902,-4.06246,0.558339,0.233356,1,0
4.85333,86.8962,-7.5236,0.173903,0,0.695612,1
37.7219,56.9647,21.9793,0.359894,0,1,0.560423
-9.08131,100.263,6.18692,0.0527965,0,0.211186,1
50.3398,17.2294,-25.569,0.664278,0.657112,1,0
1.41538,77.4625,17.775,0.315891,0,1,0.736437
-32.1168,63.6635,-4.33938,0.497191,0,1,0.0112375
-15.1478,33.9691,9.24606,0.938808,1,0.244766,0
8.20865,49.6438,-10.4129,0.636861,0.547445,1,0
-30.2211,83.7706,17.6839,0.218018,0,0.872072,1
44.7434,43.2361,14.9547,0.480705,0,1,0.0771784
-6.0452,44.3337,20.4631,0.779981,1,0.880075,0
-36.3289,95.6224,-0.767108,0.0283445,0,0.113378,1
-34.3627,93.9143,-2.3825,0.0630321,0,0.252128,1
-34.2767,96.6544,-0.733302,0.0277975,0,0.11119,1
17.6963,59.1534,-8.54192,0.444776,0,1,0.220897
24.0742,56.6713,-5.30542,0.426964,0,1,0.292145
-7.18364,73.2328,-13.761,0.403767,0,1,0.384932
39.6384,57.9113,20.8903,0.335037,0,1,0.659851
47.7595,28.4007,-21.8161,0.535262,0.141048,1,0
28.1244,45.3045,22.3081,0.5676,0.270399,1,0
7.93601,60.4684,-3.65137,0.495665,0,1,0.0173397
-9.81113,61.8881,-6.06222,0.554925,0.219699,1,0
-26.3263,45.2628,-4.6589,0.794644,1,0.821424,0
-23.8269,89.5893,-7.99877,0.177472,0,0.70989,1
-21.3845,93.6251,-7.73693,0.132213,0,0.528851,1
34.5221,38.4194,-23.1855,0.541147,0.164589,1,0
6.38216,84.1619,-16.9784,0.197371,0,0.789485,1
7.89428,86.3597,-17.139,0.159146,0,0.636583,1
39.9114,23.6498,-21.7743,0.651125,0.604498,1,0
-30.5949,54.4168,-7.51182,0.650643,0.602571,1,0
7.08978,80.4497,-15.6009,0.240006,0,0.960022,1
9.88494,81.6374,-13.6416,0.206114,0,0.824454,1
11.9829,82.7279,1.50681,0.18096,0,0.723841,1
-2.53965,44.5405,11.9039,0.763159,1,0.947362,0
8.7998,54.6108,16.8462,0.576969,0.307876,1,0
9.97616,52.4797,12.9569,0.597802,0.391207,1,0
-36.6802,86.2739,-2.25337,0.147903,0,0.591611,1
-34.9065,85.0214,-0.718556,0.176147,0,0.704588,1
4.41902,90.4614,-5.38182,0.130998,0,0.523991,1
6.42148,88.5972,-6.32671,0.142261,0,0.569044,1
38.1004,41.7403,-11.3607,0.471674,0,1,0.113306
-4.61386,96.3792,2.22514,0.0962051,0,0.384821,1
-27.5062,93.9627,-11.0315,0.102635,0,0.410539,1
18.0975,68.2115,-8.62236,0.321194,0,1,0.715225
43.7672,49.3867,12.5589,0.409733,0,1,0.361067
-16.6388,60.0255,17.6936,0.582356,0.329426,1,0
43.2306,45.3797,26.8066,0.464272,0,1,0.142911
