-26.9339,-43.8602,0.877201,-0.0385328,0.042532,0.998352,1,1,0.55135
-24.8526,-44.0662,-0.147165,-0.0359752,0.0388083,0.998599,1,0,0.528573
-25.7713,-44.8153,-0.547193,-0.0343504,0.0401538,0.998603,1,0,0.520116
-26.8487,-44.7376,-0.0600812,-0.0355223,0.0420642,0.998483,1,1,0.53088
-27.1497,-45.8692,0.34867,-0.0368673,0.0442117,0.998342,1,0,0.538416
-28.1703,-46.5482,0.0654255,-0.03512,0.0460069,0.998324,1,0,0.532358
-28.2314,-45.7527,-1.64744,-0.0301835,0.0427609,0.998629,1,1,0.497491
-28.4324,-46.7101,-1.02304,-0.0319208,0.0450609,0.998474,1,0,0.509631
-27.763,-46.2726,-3.67534,-0.0237973,0.04009,0.998913,1,0,0.454403
-27.823,-45.5095,-4.44943,-0.0215338,0.0385844,0.999023,1,1,0.439011
-27.0525,-45.8225,-5.29962,-0.018701,0.0363128,0.999165,1,0,0.420796
-27.0021,-44.9578,-7.05156,-0.0140402,0.0331853,0.999351,1,1,0.385166
-27.2488,-45.9725,-6.38706,-0.0154858,0.0353947,0.999253,1,0,0.398163
-26.1101,-45.1539,-8.00903,-0.0125134,0.0311348,0.999437,1,0,0.36487
-25.3352,-44.5419,-7.85799,-0.0129556,0.0290161,0.999495,1,0,0.368281
-27.7643,-42.9318,-9.74206,-0.00796084,0.0277535,0.999583,1,1,0.330431
-27.1166,-44.0556,-9.758,-0.00855686,0.0287081,0.999551,1,1,0.329253
-25.7589,-44.8551,-11.5756,-0.00521378,0.0258503,0.999652,1,0,0.290517
-28.7631,-45.4061,-13.5467,-0.00367694,0.0298376,0.999548,1,1,0.24889
-29.0507,-46.312,-12.9464,-0.00410559,0.0317526,0.999487,1,1,0.260869
-26.6439,-45.5099,-11.0522,-0.00620197,0.0285829,0.999572,1,0,0.301054
-28.5928,-45.875,-11.0261,-0.00566767,0.0318308,0.999477,1,1,0.301522
-27.6424,-45.2965,-10.9644,-0.00607905,0.0300527,0.99953,1,1,0.303159
-28.5046,-46.7095,-11.7904,-0.00514208,0.0326037,0.999455,1,0,0.284835
-28.426,-44.8722,-11.39,-0.00513681,0.0299468,0.999538,1,1,0.29461
-27.3563,-45.0732,-10.3195,-0.00750998,0.0297684,0.999529,1,1,0.316803
-28.1625,-46.5894,-6.77238,-0.0137895,0.0366155,0.999234,1,0,0.389786
-29.3278,-46.3001,-6.46951,-0.0140487,0.0390695,0.999138,1,1,0.396529
-29.5798,-46.4422,-5.82979,-0.0160927,0.0415323,0.999008,1,1,0.409705
-29.6536,-47.2909,-6.27097,-0.0143558,0.0408466,0.999062,1,0,0.399781
-29.5878,-46.6421,-5.0605,-0.0188057,0.0430529,0.998896,1,1,0.425681
-29.5278,-47.4052,-4.28642,-0.0208036,0.0447671,0.998781,1,0,0.441073
-30.3422,-47.8648,-3.56451,-0.0225064,0.0482326,0.998583,1,0,0.455929
-31.455,-48.3367,-0.994367,-0.0296218,0.0550177,0.998046,1,0,0.509507
-31.6239,-47.6225,-0.0679475,-0.0327967,0.0547769,0.99796,1,1,0.529897
-33.2633,-49.2016,-0.929611,-0.0298872,0.0603001,0.997733,1,0,0.510414
-32.4906,-48.8453,-1.55389,-0.0283624,0.0567264,0.997987,1,0,0.497534
-34.2047,-49.5803,-4.03537,-0.0196878,0.0561128,0.99823,1,0,0.445037
-35.0723,-49.9371,-3.3962,-0.0209567,0.0601794,0.997968,1,0,0.457999
-35.8883,-49.5831,0.0626617,-0.0315198,0.0665119,0.997288,1,1,0.531523
-36.0423,-50.4037,-0.862763,-0.028426,0.0670513,0.997345,1,0,0.510792
-35.1527,-48.4571,-0.333507,-0.0304191,0.0628739,0.997558,1,1,0.524533
-34.6737,-49.0219,-1.28248,-0.0282218,0.0620941,0.997671,1,1,0.503669
-35.2716,-50.0988,-1.56506,-0.0268491,0.0639369,0.997593,1,0,0.496364
-35.0287,-48.3139,-2.18938,-0.0253103,0.0601599,0.997868,1,1,0.485573
-35.6266,-49.3908,-2.47196,-0.0237333,0.062158,0.997784,1,1,0.478268
-35.8092,-47.1754,-1.78894,-0.025132,0.0594412,0.997915,1,1,0.495617
-37.0453,-47.0149,-2.33624,-0.0224368,0.0606959,0.997904,1,1,0.484536
-33.8078,-46.4049,-4.48178,-0.0182889,0.0501635,0.998574,1,1,0.439218
-33.723,-46.3021,-3.2475,-0.0225982,0.0528537,0.998347,1,1,0.465285
-32.0945,-44.7987,-4.74822,-0.0181893,0.0435381,0.998886,1,1,0.434824
-32.7972,-45.8571,-5.27289,-0.0164486,0.0457032,0.99882,1,1,0.422936
-34.9018,-45.4831,-6.18905,-0.012576,0.0454318,0.998888,1,1,0.404404
-33.0141,-42.7197,-4.75902,-0.0169007,0.0408126,0.999024,1,1,0.436763
-31.4414,-43.218,-6.2133,-0.0144389,0.0376085,0.999188,1,1,0.4052
-31.6916,-43.2989,-7.55355,-0.0110702,0.0359632,0.999292,1,1,0.37695
-32.8604,-43.9763,-7.78299,-0.0103023,0.0378323,0.999231,1,1,0.371776
-33.57,-42.7965,-8.39467,-0.00851391,0.0360795,0.999313,1,1,0.359973
-38.5254,-42.0969,-6.27882,-0.00970419,0.0446167,0.998957,0,1,0.406296
-37.5145,-40.7045,-6.21374,-0.0093001,0.0397003,0.999168,0,1,0.408713
-36.2655,-40.4972,-6.34981,-0.00955414,0.0371395,0.999264,0,1,0.405717
-36.5505,-39.3624,-6.30775,-0.00862745,0.0348615,0.999355,0,1,0.407538
-36.1021,-41.5406,-8.44792,-0.00646211,0.0364896,0.999313,1,1,0.360263
-36.1424,-41.3462,-9.87162,-0.00389552,0.0336038,0.999428,0,1,0.330237
-38.0901,-41.8042,-9.21841,-0.00440225,0.0374925,0.999287,0,1,0.343915
-38.451,-42.7055,-10.1073,-0.0033217,0.0378472,0.999278,1,1,0.324367
-39.6079,-43.0773,-10.1432,-0.0030966,0.0398156,0.999202,1,1,0.323351
-39.2877,-44.2391,-9.71627,-0.00355831,0.0412442,0.999143,1,1,0.33137
-38.7714,-44.3508,-6.33323,-0.0100905,0.049275,0.998734,1,1,0.403033
-40.0347,-43.887,-6.54866,-0.00936311,0.050227,0.998694,0,1,0.3991
-37.2453,-43.5244,-5.12761,-0.0134539,0.0481088,0.998751,0,1,0.429289
-37.8448,-44.5118,-4.40018,-0.0151746,0.0527942,0.99849,1,1,0.44384
-35.9743,-43.8691,-4.99334,-0.0145693,0.0470101,0.998788,1,1,0.431504
-35.8784,-41.7378,-4.39659,-0.015045,0.0434995,0.99894,0,1,0.446146
-37.9672,-41.469,-5.31089,-0.0112979,0.0438562,0.998974,0,1,0.42739
-38.8995,-41.0768,-4.35537,-0.0124316,0.0449785,0.998911,0,1,0.448302
-38.1853,-41.8824,-3.69627,-0.0146831,0.0469753,0.998788,0,1,0.461502
-37.1188,-38.3344,-4.29756,-0.010431,0.034473,0.999351,0,1,0.451261
-35.4539,-37.725,-5.6407,-0.00875449,0.0304463,0.999498,0,1,0.422635
-34.2358,-37.6933,-5.10146,-0.0107713,0.029983,0.999492,0,1,0.433806
-32.3722,-37.301,-6.0848,-0.0100054,0.0262459,0.999605,0,1,0.412585
-33.2292,-38.114,-5.96424,-0.010296,0.0290986,0.999524,0,1,0.41487
-33.2986,-38.157,-7.28556,-0.00768019,0.0279297,0.99958,0,1,0.386818
-32.4416,-37.344,-7.40612,-0.00743113,0.0252614,0.999653,0,1,0.384534
-32.4876,-40.6954,-8.07908,-0.00851342,0.0314919,0.999468,1,1,0.368058
-31.3929,-41.0482,-7.57853,-0.0103978,0.0316513,0.999445,1,1,0.378129
-29.215,-40.7964,-8.38474,-0.00909867,0.0278339,0.999571,1,1,0.36075
