-3.11761,158.956,-19.0413,-0.27217,-0.962249,0
-7.2724,157.275,-18.152,-0.0550495,-0.998484,0
-6.84196,158.279,-19.1394,-0.0923046,-0.995731,0
-6.16617,156.531,-18.152,-0.102103,-0.994774,0
-5.73574,157.534,-19.1394,-0.132874,-0.991133,0
-1.09865,157.289,-17.9561,-0.35641,-0.93433,0
-2.10723,156.428,-17.1378,-0.291501,-0.956571,0
-4.95948,156.161,-17.3337,-0.14475,-0.989468,0
-3.80388,157.293,-17.3783,-0.213178,-0.977013,0
-2.70902,153.578,-19.1659,-0.246571,-0.969125,0
-4.01072,153.03,-19.1659,-0.164219,-0.986424,0
-6.24408,154.632,-18.9968,-0.0858687,-0.996306,0
-9.27082,155.769,-17.0992,0.0240131,-0.999712,0
-10.51,155.567,-18.0866,0.0559112,-0.998436,0
-11.0455,157.586,-19.0918,0.0732907,-0.997311,0
-9.98785,156.813,-19.0918,0.0456728,-0.998956,0
-12.681,156.384,-18.2513,0.0911323,-0.995839,0
-13.7125,157.114,-17.3375,0.0986168,-0.995125,0
-14.7744,156.944,-0.729403,0.0868139,-0.996225,0
-13.6311,156.159,0.000703787,0.0800729,-0.996789,0
-11.3977,157.448,1.15068,0.0455628,-0.998961,0
-14.7787,157.016,3.63086,0.0816669,-0.99666,0
-14.7677,156.937,7.75185,0.0953864,-0.99544,0
-13.6186,156.219,6.75774,0.0861233,-0.996284,0
-14.2874,155.278,5.80182,0.0864799,-0.996254,0
-14.0039,153.67,5.87783,0.0855288,-0.996336,0
-12.9581,152.862,4.70732,0.0802109,-0.996778,0
-13.8663,152.214,3.65264,0.0826916,-0.996575,0
-13.6168,150.799,2.9238,0.0850828,-0.996374,0
-13.4274,149.725,3.77549,0.087658,-0.996151,0
-7.50635,157.08,1.03962,-0.0624571,-0.998048,0
-12.1402,148.925,-1.18426,0.0791839,-0.99686,0
-4.51098,156.649,-0.817966,-0.184281,-0.982874,0
-3.45169,157.93,-0.691045,-0.221818,-0.975088,0
-4.57094,156.65,-2.57189,-0.184582,-0.982817,0
-3.70605,155.034,-0.336681,-0.200591,-0.979675,0
-4.95444,153.754,0.462081,-0.149017,-0.988835,0
-9.15154,145.943,-0.429972,0.0454144,-0.998968,0
-10.7842,145.524,-0.863933,0.0805333,-0.996752,0
-11.6211,145.054,0.322472,0.0902899,-0.995916,0
-9.26984,147.705,-0.144885,0.0435065,-0.999053,0
-0.770887,159.361,-1.16173,-0.401892,-0.915687,0
-6.88796,149.494,-0.15378,-0.0306873,-0.999529,0
-4.83577,152.3,-2.09728,-0.151141,-0.988512,0
-7.52224,149.351,-1.62999,-0.0147186,-0.999892,0
-6.63601,148.401,-2.72516,-0.035894,-0.999356,0
-8.09908,147.908,-2.99828,0.0147354,-0.999891,0
-5.11251,152.067,-0.551679,-0.138118,-0.990416,0
-1.01206,158.145,-3.80888,-0.393272,-0.919422,0
-3.25046,153.18,-3.49808,-0.219482,-0.975617,0
-2.98342,151.473,-5.89393,-0.211159,-0.977452,0
-6.80783,144.606,-6.62246,-0.0124979,-0.999922,0
1.60499,149.664,-11.6927,-0.42888,-0.903362,0
0.0178885,151.889,-9.01425,-0.356538,-0.934281,0
2.64204,145.988,-17.0446,-0.472449,-0.881358,0
4.24718,146.008,-17.0186,-0.543387,-0.839483,0
-5.30092,147.095,-7.26392,-0.0854181,-0.996345,0
-6.16225,149.726,-3.88044,-0.0839069,-0.996474,0
-4.85547,149.298,-4.50392,-0.130135,-0.991496,0
-3.09133,153.206,-5.39998,-0.228361,-0.973576,0
-0.327648,154.876,-8.31873,-0.372191,-0.928156,0
-1.73197,154.096,-5.6195,-0.302756,-0.953068,0
0.318604,153.468,-7.84005,-0.38315,-0.923686,0
1.75578,158.636,-4.54662,-0.506197,-0.862418,0
0.78012,159.409,-5.6187,-0.472648,-0.881251,0
1.189,155.93,-8.25382,-0.452528,-0.89175,0
1.65993,158.591,-6.79292,-0.493579,-0.869701,0
4.95031,148.468,-19.0217,-0.57571,-0.817654,0
5.3456,147.212,-18.1115,-0.590958,-0.806702,0
5.82963,145.88,-19.0739,-0.604859,-0.796332,0
2.14625,159.851,-8.01817,-0.514859,-0.857275,0
1.16107,158.814,-8.72958,-0.474449,-0.880283,0
2.13775,157.998,-10.0049,-0.499233,-0.866468,0
3.28016,148.852,-19.0217,-0.508882,-0.860836,0
1.66521,150.357,-14.1277,-0.448393,-0.893837,0
2.60304,151.56,-14.774,-0.507604,-0.861591,0
1.11086,153.45,-13.112,-0.443421,-0.896313,0
-0.392999,154.459,-13.1262,-0.373353,-0.92769,0
1.85589,153.329,-14.6512,-0.496132,-0.868247,0
2.41648,151.908,-16.5324,-0.499561,-0.866279,0
1.49182,150.872,-17.4226,-0.449389,-0.893336,0
1.08099,149.675,-15.8861,-0.401424,-0.915892,0
0.271803,152.154,-18.385,-0.39013,-0.92076,0
0.721896,155.719,-12.8218,-0.425848,-0.904795,0
0.287958,155.943,-11.2503,-0.413752,-0.91039,0
0.282685,153.832,-17.2998,-0.407092,-0.913387,0
1.66933,153.677,-16.4096,-0.486441,-0.873714,0
2.93833,150.501,-19.0217,-0.504503,-0.86341,0
1.27781,159.682,-12.0708,-0.486434,-0.873717,0
3.63047,155.993,-15.0758,-0.588085,-0.808799,0
3.00433,159.986,-12.4773,-0.550496,-0.834838,0
4.50581,159.277,-14.4639,-0.626249,-0.779623,0
3.30578,160.04,-14.0251,-0.562535,-0.826773,0
4.56731,154.64,-19.094,-0.595471,-0.803377,0
2.50289,157.934,-18.046,-0.500316,-0.865843,0
2.84626,159.158,-19.1313,-0.504365,-0.86349,0
4.10033,160.238,-19.1313,-0.566743,-0.823895,0
24.3831,155.477,-19.1861,-0.976149,-0.217102,0
20.5415,156.645,-19.0411,-0.970582,-0.240771,0
22.2115,157.045,-19.0411,-0.974974,-0.22232,0
22.8537,158.444,-18.1516,-0.976751,-0.214376,0
23.9525,157.587,-17.3535,-0.976568,-0.215209,0
21.5478,159.092,-17.1656,-0.975043,-0.222018,0
17.1949,161.595,-18.1179,-0.958923,-0.283667,0
15.0032,161.234,-18.0991,-0.937867,-0.346996,0
15.561,162.259,-19.1039,-0.948923,-0.315507,0
12.0489,159.782,-16.7665,-0.889867,-0.45622,0
12.7725,156.286,-19.0231,-0.884156,-0.467192,0
12.5148,158.02,-16.745,-0.885569,-0.464508,0
12.3996,160.731,-15.0387,-0.896034,-0.443985,0
13.6361,157.522,-18.0183,-0.9046,-0.426262,0
14.5078,158.589,-18.9794,-0.92219,-0.386738,0
16.7503,157.087,-18.778,-0.944667,-0.32803,0
15.8087,157.93,-17.7732,-0.935009,-0.354625,0
15.3059,161.286,-14.5121,-0.939423,-0.34276,0
16.4494,162.413,-12.3804,-0.951722,-0.306962,0
16.2307,162.375,-13.9205,-0.951175,-0.308652,0
19.8544,157.256,-14.847,-0.964382,-0.264512,0
17.269,158.905,-14.9281,-0.949111,-0.314943,0
18.8941,158.095,-13.931,-0.958354,-0.285584,0
18.7113,161.714,-10.7486,-0.964788,-0.26303,0
21.5668,163.36,-13.7359,-0.97609,-0.217366,0
21.6226,163.37,-12.2907,-0.974522,-0.224293,0
22.9408,163.603,-14.3943,-0.977581,-0.21056,0
22.9856,163.675,-10.0798,-0.977026,-0.21312,0
23.1568,162.68,-3.46814,-0.97786,-0.20926,0
21.2262,161.298,-2.42848,-0.9744,-0.224821,0
22.1233,162.459,-1.30291,-0.977161,-0.212499,0
23.2443,162.264,1.16109,-0.979553,-0.201185,0
23.2227,162.387,2.65202,-0.97892,-0.204243,0
23.0139,163.571,0.561404,-0.979035,-0.20369,0
22.3739,161.229,2.86641,-0.977246,-0.21211,0
21.3592,160.901,1.64416,-0.975303,-0.22087,0
19.4267,162.862,2.76481,-0.970707,-0.240268,0
23.4662,159.747,4.00187,-0.976372,-0.216098,0
18.2201,162.649,3.46017,-0.963334,-0.268305,0
18.224,162.65,5.0793,-0.963034,-0.269379,0
19.3737,161.801,6.25418,-0.967779,-0.251803,0
22.4825,159.336,10.9214,-0.9745,-0.224389,0
23.3436,160.317,9.89884,-0.976233,-0.216723,0
19.618,160.292,11.7041,-0.96365,-0.267169,0
23.6271,158.942,12.12,-0.975224,-0.221221,0
20.4193,156.444,14.8712,-0.965476,-0.260491,0
21.3385,160.721,11.6542,-0.971374,-0.237555,0
21.8923,157.066,14.9684,-0.971722,-0.236129,0
23.1164,156.759,14.3379,-0.974268,-0.225394,0
22.59,158.189,14.6976,-0.974308,-0.225221,0
21.3085,157.002,17.2781,-0.968579,-0.248705,0
21.4519,156.453,15.9288,-0.969151,-0.246466,0
24.4153,155.257,14.2152,-0.974641,-0.223773,0
24.2995,155.914,15.2971,-0.974084,-0.226185,0
21.8349,155.572,16.9184,-0.969578,-0.244784,0
18.9208,155.192,19.0932,-0.954877,-0.297002,0
23.4583,155.341,16.9173,-0.972306,-0.233713,0
23.7231,159.206,18.2875,-0.976125,-0.217209,0
22.4975,159.522,17.2979,-0.974615,-0.223888,0
23.5511,160.181,19.1129,-0.976565,-0.215224,0
12.6222,161.727,18.322,-0.885236,-0.465141,0
12.9629,160.891,17.1103,-0.889723,-0.4565,0
12.8307,161.811,15.2685,-0.890963,-0.454077,0
12.268,157.692,17.8355,-0.863663,-0.50407,0
13.6121,156.267,18.1462,-0.895993,-0.444069,0
13.4812,157.334,16.9345,-0.895351,-0.445362,0
12.3989,156.625,19.0472,-0.867321,-0.49775,0
11.1558,157.476,16.8481,-0.833216,-0.552947,0
11.6152,155.106,19.0472,-0.838275,-0.545248,0
9.48604,159.169,13.3216,-0.791547,-0.611109,0
9.75037,157.45,12.8399,-0.78754,-0.616263,0
9.68142,159.171,10.5026,-0.789894,-0.613244,0
10.0435,153.174,16.9863,-0.77539,-0.631482,0
8.24539,153.086,18.9405,-0.722547,-0.691322,0
6.64972,152.619,18.0286,-0.652955,-0.757397,0
5.77638,152.355,19.1039,-0.613505,-0.789691,0
5.65038,153.23,18.0286,-0.611482,-0.791259,0
5.04895,150.885,19.1039,-0.574512,-0.818496,0
4.32286,154.698,17.2145,-0.573533,-0.819183,0
4.16711,153.169,17.1874,-0.556052,-0.831147,0
-1.55455,158.25,13.2454,-0.306544,-0.951856,0
0.0562208,157.531,13.3246,-0.369733,-0.929138,0
-2.54598,157.149,12.6487,-0.244098,-0.969751,0
-1.2798,159.248,11.8847,-0.315532,-0.948915,0
1.31895,158.703,12.2267,-0.445333,-0.895365,0
0.0346499,155.279,14.6636,-0.366784,-0.930306,0
0.373886,159.54,11.4303,-0.394779,-0.918776,0
2.21157,150.389,18.1933,-0.447464,-0.894302,0
1.45573,151.798,17.3522,-0.43389,-0.900966,0
1.40951,149.437,19.1052,-0.391955,-0.919984,0
-0.8836,152.467,15.5249,-0.328239,-0.944595,0
-3.3877,153.759,11.5682,-0.201881,-0.97941,0
-3.57615,151.974,13.5614,-0.203771,-0.979019,0
-4.78022,153.931,9.41395,-0.121533,-0.992587,0
-4.74917,153.238,10.7455,-0.13718,-0.990546,0
-4.67706,157.754,8.99795,-0.140593,-0.990068,0
-3.48294,158.904,9.63644,-0.188075,-0.982155,0
-3.62395,156.937,8.19916,-0.18695,-0.982369,0
-2.07221,157.179,8.85492,-0.247884,-0.96879,0
-2.0238,158.19,9.80136,-0.245999,-0.96927,0
-5.17964,158.592,7.47083,-0.124558,-0.992212,0
-9.30012,153.376,4.4774,0.0198576,-0.999803,0
-4.6501,158.667,2.96279,-0.176122,-0.984368,0
-5.8452,157.51,2.93551,-0.111238,-0.993794,0
-12.2535,148.448,3.00368,0.0854858,-0.996339,0
-12.911,147.054,2.54291,0.0916433,-0.995792,0
-11.2383,149.098,1.75614,0.0711537,-0.997465,0
-8.07302,152.506,3.50491,-0.00264537,-0.999997,0
-8.10284,150.821,3.95078,0.00133036,-0.999999,0
-12.7158,145.947,5.05526,0.0918079,-0.995777,0
-12.017,147.293,5.77431,0.0869511,-0.996213,0
-6.12868,154.043,5.29762,-0.068528,-0.997649,0
-3.31244,158.858,5.51854,-0.231155,-0.972917,0
-3.64613,155.131,5.2573,-0.176135,-0.984366,0
-3.50569,157.866,4.26186,-0.209667,-0.977773,0
-5.17285,154.919,4.38448,-0.113481,-0.99354,0
-4.31977,156.783,5.41536,-0.166505,-0.986041,0
-10.9743,146.456,6.76766,0.0766737,-0.997056,0
-3.2825,154.289,6.96906,-0.186399,-0.982474,0
-1.7786,159.128,5.45916,-0.311178,-0.950351,0
-1.90184,155.344,9.31,-0.259792,-0.965664,0
-4.80144,153.359,6.80261,-0.108662,-0.994079,0
-6.52212,150.484,6.75095,-0.0420146,-0.999117,0
-5.42684,151.533,6.71559,-0.0821699,-0.996618,0
-4.16233,150.733,9.38404,-0.140759,-0.990044,0
-6.33746,149.227,7.76989,-0.0408862,-0.999164,0
-4.98238,152.326,7.25436,-0.101064,-0.99488,0
-4.10738,151.566,7.51421,-0.134795,-0.990873,0
-5.29712,149.444,9.60436,-0.0893145,-0.996003,0
-5.66683,153.037,8.02463,-0.0850538,-0.996376,0
-7.9396,149.127,8.02499,-0.00327991,-0.999995,0
-1.0597,150.353,13.1519,-0.30659,-0.951842,0
-0.153001,158.444,8.77345,-0.374756,-0.927123,0
-0.578367,159.34,6.67674,-0.36105,-0.932547,0
-0.928885,159.278,7.98682,-0.346282,-0.93813,0
1.34315,154.299,11.0258,-0.402933,-0.91523,0
1.41931,155.084,12.2567,-0.410487,-0.911867,0
3.42764,155.343,10.9986,-0.526982,-0.849876,0
2.37263,156.164,10.4858,-0.495232,-0.868761,0
2.30181,155.124,11.1863,-0.459746,-0.888051,0
5.03876,147.187,16.9506,-0.546855,-0.837227,0
5.53782,146.54,18.0794,-0.568013,-0.82302,0
4.4013,146.239,17.8536,-0.497825,-0.867278,0
4.69068,148.869,17.0722,-0.545052,-0.838402,0
6.44906,145.893,18.0794,-0.615458,-0.78817,0
6.12407,146.986,19.1129,-0.60773,-0.794144,0
4.44123,154.603,9.85761,-0.570638,-0.821202,0
5.40845,151.01,13.5192,-0.592343,-0.805686,0
6.14603,149.773,14.5209,-0.620437,-0.784256,0
7.76093,145.915,17.1647,-0.669347,-0.74295,0
5.38099,150.776,11.7123,-0.598764,-0.800925,0
4.14565,155.541,8.21656,-0.556498,-0.830849,0
6.78185,144.36,18.9823,-0.613229,-0.789905,0
2.73599,147.264,12.3607,-0.477759,-0.878491,0
-6.18364,142.498,4.68853,-0.0422615,-0.999107,0
-6.32691,143.393,3.97239,-0.0382568,-0.999268,0
-0.820074,152.823,3.50628,-0.3039,-0.952704,0
4.32337,152.794,9.74381,-0.565937,-0.824448,0
0.0235795,147.132,9.44606,-0.309982,-0.950742,0
-2.29689,149.057,4.87687,-0.229521,-0.973304,0
-2.10209,147.963,5.64149,-0.211519,-0.977374,0
0.466201,144.078,11.1531,-0.306567,-0.951849,0
-3.0253,143.43,7.34651,-0.147746,-0.989025,0
-2.33146,140.879,9.42883,-0.165192,-0.986261,0
-0.743738,144.876,9.97608,-0.267908,-0.963444,0
-0.562674,143.109,11.6566,-0.247753,-0.968823,0
5.19906,147.055,15.0725,-0.575058,-0.818112,0
2.95406,143.097,15.5779,-0.417652,-0.908607,0
6.12785,142.899,18.9823,-0.558349,-0.829606,0
4.96749,142.537,18.0724,-0.506868,-0.862023,0
-6.32181,139.658,7.0192,-0.0119728,-0.999928,0
-7.964,139.829,5.08315,0.0283275,-0.999599,0
1.62606,141.829,15.6349,-0.369873,-0.929082,0
-4.30869,141.301,10.8554,-0.101244,-0.994862,0
3.94983,142.15,19.106,-0.463024,-0.886346,0
1.5874,141.846,17.2851,-0.362867,-0.931841,0
-0.712226,141.578,14.3625,-0.240036,-0.970764,0
-0.204714,142.377,15.4819,-0.282554,-0.959251,0
-5.02948,143.902,8.46256,-0.0781684,-0.99694,0
3.59607,150.329,13.1403,-0.520187,-0.854052,0
2.86107,151.46,10.3422,-0.483607,-0.875285,0
3.19712,148.792,13.9161,-0.501326,-0.865259,0
3.56861,150.095,11.3333,-0.529113,-0.848552,0
-1.18464,151.63,6.57173,-0.273736,-0.961805,0
2.24557,145.861,18.0426,-0.401091,-0.916038,0
-0.682735,143.923,14.606,-0.27268,-0.962105,0
0.839088,144.97,14.5402,-0.341415,-0.939913,0
-1.19025,143.124,13.4866,-0.231505,-0.972834,0
3.1055,144.062,18.1378,-0.417984,-0.908455,0
4.01759,143.164,18.0724,-0.450419,-0.892817,0
3.3957,145.13,17.0091,-0.434617,-0.900615,0
2.9154,143.114,17.228,-0.412474,-0.910969,0
-2.40682,150.917,7.04135,-0.216577,-0.976266,0
0.160468,150.948,9.12236,-0.348897,-0.937161,0
-2.40202,143.239,11.0818,-0.184251,-0.982879,0
-2.75285,144.448,10.2185,-0.181537,-0.983384,0
1.31885,158.614,2.50994,-0.45291,-0.891556,0
2.17133,159.888,2.92692,-0.519995,-0.85417,0
2.82,159.015,4.13124,-0.522103,-0.852882,0
1.96752,157.741,3.71425,-0.470978,-0.882145,0
-6.24027,148.63,2.38271,-0.040894,-0.999163,0
0.193938,151.869,7.54595,-0.351319,-0.936256,0
-0.904582,154.306,4.66519,-0.305599,-0.95216,0
1.18496,154.806,6.46245,-0.409558,-0.912284,0
0.722131,155.376,4.96302,-0.395361,-0.918526,0
-1.6291,150.836,6.03297,-0.254072,-0.967185,0
1.77396,150.358,9.15247,-0.429086,-0.903264,0
-4.04633,153.238,1.95799,-0.171938,-0.985108,0
-11.471,144.203,1.04153,0.0884776,-0.996078,0
-10.3582,143.392,1.61412,0.0692991,-0.997596,0
-10.8877,141.334,-0.496432,0.0810391,-0.996711,0
-2.67491,142.614,-8.57123,-0.151523,-0.988454,0
