1,-0.310411,-0.002416,-0.00649162,-0.310405,-0.0006191,-0.00058243,0.00127543
2,-0.319614,-0.00637429,-0.00668475,-0.319602,-0.000378756,-0.000626073,0.00176918
3,-0.312016,-0.0169677,-0.02363,-0.311967,-0.000541072,-0.000736164,-0.00369503
4,-0.0833372,0.0692878,0.0239684,-0.0812947,0.00554266,0.0102673,0.0124054
5,-0.315358,-0.00700373,-0.0095998,-0.315347,-0.00215142,-0.00186398,1.06041e-05
6,-0.360668,0.129632,0.0972755,-0.336333,0.00775343,-0.00644386,-0.105468
7,-0.333927,0.13696,0.098725,-0.306348,0.00263538,0.0365156,-0.103269
8,-0.705948,0.094067,0.0825259,-0.699695,0.0411386,-0.0159393,-0.0691384
9,-0.425405,0.174714,0.132409,-0.413553,-0.00562574,-0.0254795,-0.0772646
10,-0.615577,0.145875,0.0764854,-0.581436,-0.0151166,0.0031585,-0.153714
11,-0.280042,-0.004076,0.000566324,-0.279953,0.000696954,0.00183862,-0.00465509
12,-0.580198,0.0328545,0.0375338,-0.556335,-0.00887422,0.0653859,0.101184
13,-0.375604,0.154386,0.134514,-0.372994,-0.00452005,-0.00881155,0.035521
14,-0.436775,0.0528437,0.0403041,-0.433566,0.0229287,-0.0128529,0.0363733
15,-0.421489,0.0210697,0.00355313,-0.413629,-0.00314845,0.0232722,0.0529408
16,-0.622615,0.00473153,0.0180406,-0.607523,-0.0101714,0.058868,0.0773264
17,-0.377172,0.0875168,0.0779209,-0.374625,-0.0228261,0.0273439,0.0192824
18,-0.312338,0.0030535,0.00401527,-0.312338,-0.000143644,-5.0478e-05,-0.000458384
19,-0.310154,0.00525443,0.00756234,-0.310153,0.000247266,-4.88329e-05,-0.000410538
20,-0.308986,0.00397107,0.00603371,-0.308976,-0.00137025,-0.00166712,-0.000416039
21,-0.309059,0.00697998,0.00993644,-0.309057,-0.000491408,0.000314512,0.000668808
22,-0.30379,0.0126854,0.012857,-0.303777,2.83589e-05,0.00162347,-0.00116445
23,-0.319205,0.00497803,0.00490945,-0.319164,-0.000682948,0.00281559,-0.00230669
24,-0.339507,0.195999,0.233896,-0.31917,-0.0215869,-0.102803,0.0227003
25,-0.572838,-0.000957943,0.0206408,-0.563261,-0.00667866,-0.0683122,0.029797
26,-0.34267,0.0998897,0.095407,-0.328392,0.0166762,-0.0769772,0.0168206
27,-0.131386,-0.0400711,-0.00431381,-0.092512,-0.0291365,0.0296127,0.0492653
28,-0.528363,0.115871,0.0483189,-0.5105,0.0043272,-0.0609391,0.0831179
29,-0.444132,0.0628218,0.0352801,-0.421887,0.0321808,-0.056152,0.0839006
30,-0.421361,0.070368,0.0386164,-0.409242,-0.00351258,-0.0132749,0.0736445
31,-0.365365,0.267486,0.2876,-0.353252,0.0146103,-0.0637188,0.0595049
32,-0.61669,0.0739577,0.112673,-0.615068,0.020479,0.000121787,0.0343785
33,-0.145371,-0.0637308,-0.0330736,-0.108819,-0.0222044,0.0386803,0.033488
34,-0.566712,-0.0075497,-0.032963,-0.547429,-0.0324182,0.0508989,0.0853195
35,-0.604307,0.0282196,-0.0152834,-0.588934,-0.000701559,-0.0412427,0.086481
36,-0.803257,0.0711022,0.116946,-0.768657,-0.0833526,0.144585,0.0849759
37,-1.06407,-0.00472514,0.0357516,-1.05403,-0.0205624,-0.0103848,0.104729
38,-1.33888,-0.236071,-0.226085,-1.30942,0.0111661,-0.0142263,-0.180635
39,-0.349763,0.00235503,0.00361409,-0.349652,-0.00142733,-0.00173567,0.00600807
40,-0.308354,0.0213974,0.021987,-0.308339,0.000593901,-0.00198843,0.000969989
41,-0.31041,0.0139969,0.0127445,-0.310257,0.00148303,-0.00412509,0.00569015
42,-0.31646,0.0190213,0.019177,-0.316349,-0.00173907,-0.00297396,0.00534951
43,-0.305974,0.0134614,0.0120394,-0.305872,-0.00111482,-0.00458474,0.00341836
44,-0.31701,0.00515606,0.00334694,-0.316992,-0.000359617,-0.0022832,0.000947615
45,-0.382746,0.0482413,0.0278206,-0.378237,-0.00741367,-0.0256229,-0.034571
46,-0.370651,0.0887902,0.0548014,-0.364089,0.00164501,0.0241481,-0.0473645
47,-0.471082,0.0335268,0.0259977,-0.463223,-0.0122548,-0.0349809,-0.0511058
48,-0.577053,0.0409864,0.0106653,-0.574754,0.0140029,-0.00192201,-0.0367458
49,-0.503639,0.0507295,0.0740952,-0.493303,0.0100758,0.0293236,-0.0706958
50,-0.387328,0.0763516,0.0518818,-0.38422,0.0153296,0.0182015,-0.0318065
51,-0.384575,0.0610217,0.0703412,-0.383062,-0.0156092,-0.00854863,-0.0244525
52,-0.299791,0.0183388,0.00945555,-0.299203,0.00174699,0.00733499,-0.0113361
53,-0.303753,0.00627549,-0.000422101,-0.302602,0.00201676,0.0148512,-0.0114434
54,-0.358625,0.0124237,0.00450403,-0.356325,0.00188582,0.00928389,-0.0273561
55,-0.302775,0.0142604,0.0196403,-0.301835,0.00302494,0.0114836,-0.0128807
56,-0.320162,0.029603,0.0165388,-0.315204,0.00602629,0.0169996,-0.0370001
57,-0.324457,-0.0232557,-0.0281302,-0.324454,0.00190186,0.000589762,-0.000654967
58,-0.309735,-0.0215531,-0.0202885,-0.309722,0.00103121,0.00099948,-0.00165703
59,-0.316167,-0.0256571,-0.0338095,-0.316158,0.00546282,0.000993129,-0.001174
60,-0.321365,-0.0248401,-0.0193643,-0.321348,-0.000408654,0.000959205,-0.00204961
61,-0.262149,0.00900331,0.00778194,-0.262052,0.00103602,0.000907355,0.00503935
62,-0.307976,-0.0371127,-0.0327662,-0.307975,7.37228e-05,0.000449423,0.000244805
63,-0.321508,-0.0559437,-0.0576561,-0.321476,-0.00961894,0.000698853,0.00278709
64,-0.320599,-0.0372154,-0.033876,-0.320577,-0.00277304,0.00219757,-0.00121263
65,-0.292835,0.00718453,0.00576706,-0.292825,-0.0019006,-0.00104098,-0.00132512
66,-0.311109,0.00172756,0.00135316,-0.311105,0.000471491,-0.00100478,0.000430314
67,-0.312784,0.00144061,0.00161503,-0.312775,-0.000156428,-0.000885675,0.00138457
68,-0.306738,0.00579919,0.00701986,-0.306734,0.000334297,-0.000579678,0.000799686
69,-0.310827,0.00530667,0.00571684,-0.310827,-5.78086e-05,-0.000130586,-0.000309574
70,-0.30941,0.00209417,0.00150665,-0.309389,5.22634e-05,-0.00252995,-0.000132581
71,-0.308572,0.00269885,0.00379485,-0.308548,0.000416218,-0.00234702,-0.00136367
72,-0.304613,0.0122974,0.0146891,-0.30461,-0.00204643,0.000233103,0.00101827
73,-0.313523,0.00632929,0.00575348,-0.313519,-0.00187727,0.000603636,0.00101814
74,-0.136747,0.00464442,0.0161911,-0.116367,-0.0376367,-0.0319219,-0.0348922
75,-0.306251,0.00663361,0.00591444,-0.306245,-0.000395676,0.00139637,-0.000381641
76,-0.317674,0.0070437,0.00598741,-0.317655,-0.000128349,-0.000731734,-0.00241311
77,-0.313855,0.00932059,0.0107053,-0.313854,-0.00103375,-0.000219087,0.000348929
78,-0.307531,0.0111925,0.0106976,-0.307531,-0.00132028,-0.000345234,2.17073e-05
79,-0.335919,0.0970566,0.104458,-0.331614,-0.014314,-0.0252644,-0.0344562
80,-0.319444,-0.0709907,0.00214808,-0.309999,-0.000330518,0.0435794,0.0240062
81,-0.51371,-0.0241987,-0.00578501,-0.501236,-0.0102988,-0.0694991,-0.0349157
82,-0.346355,0.00125682,-0.00554207,-0.345638,0.00150255,0.000700441,0.015627
83,-0.311386,0.023555,0.0171168,-0.310719,-0.00103016,-0.00416855,0.0142232
84,-0.306146,0.0559229,0.0498161,-0.305569,-0.000512678,0.00222867,0.0141608
85,-0.301494,0.0557499,0.0520279,-0.300974,0.00128927,-0.00337138,0.013119
86,-0.299883,0.0174277,0.0235523,-0.299341,-0.000866973,-0.00864489,0.00997967
87,-0.315841,0.0148833,0.0106799,-0.31581,0.000342229,-0.00154056,0.00278546
