-0.002322,0.9890422,0.0018825,0.1476209,-0.310411,-0.147612,-0.004192,0.9890364,-0.006579,-0.002480,0.9999894,0.0038689
-0.006113,0.8265974,0.0019918,0.5627901,-0.319613,-0.562772,-0.005651,0.8265922,-0.006934,-0.004826,0.9999820,0.0035502
-0.016923,0.9968257,0.0025183,0.0795749,-0.312015,-0.079600,0.0128164,0.9967444,-0.023625,-0.001490,0.9999146,-0.012976
0.0708675,0.9874694,-0.062672,-0.144831,-0.083337,0.1372868,-0.111422,0.9842446,0.0244311,0.0778229,0.9917949,0.1014217
-0.005780,0.8712562,0.0060448,0.4907912,-0.315357,-0.490800,7.8532677,0.8712721,-0.010811,-0.005262,0.9999817,-0.002973
0.1354929,0.8397782,0.0092607,-0.542850,-0.360667,0.5272992,0.2242735,0.8195467,0.1157489,-0.129336,0.9744822,-0.183456
0.1416814,0.9474796,-0.076496,0.3105327,-0.333927,-0.285993,0.2319273,0.9297404,0.1215831,0.1431427,0.9697205,-0.197868
0.1338864,0.7302327,0.0153963,-0.683025,-0.705947,0.6795691,0.0865436,0.7284888,0.0489594,-0.070327,0.9961290,-0.052734
0.1759716,0.9970881,0.0433029,0.0627704,-0.425404,-0.068179,0.1375032,0.9881520,0.1430026,-0.034158,0.9895543,-0.140055
0.1516828,0.9359852,0.0002552,0.3520391,-0.615577,-0.343715,0.2168309,0.9136979,0.1048187,0.0760997,0.9762091,-0.203038
0.0007361,-0.137507,-0.006703,0.9904780,-0.280042,-0.990379,0.0166032,-0.137381,-0.004156,0.0155242,0.9998396,0.0089219
0.0545534,-0.129841,-0.106971,0.9857474,-0.580197,-0.975873,-0.162213,-0.146144,0.0396975,-0.175535,0.9809402,0.0833285
0.1559078,0.9651479,0.0159925,0.2612158,-0.375603,-0.259550,-0.069314,0.9632387,0.1356018,-0.033510,0.9974666,0.0627481
0.0706394,0.7829313,0.0297855,-0.621394,-0.436775,0.6216101,-0.077410,0.7794923,0.0257178,0.0248848,0.9965542,0.0791220
0.0223204,0.9984020,-0.052987,0.0196378,-0.421488,-0.026082,-0.123812,0.9919628,0.0101618,0.0501300,0.9908899,0.1249962
0.0279590,0.1659698,-0.094683,0.9815748,-0.622614,-0.980636,-0.120772,0.1541614,0.0099046,-0.103950,0.9881544,0.1128943
0.1062234,0.7847849,-0.060899,0.6167689,-0.377171,-0.619452,-0.045302,0.7837260,0.0617603,0.0197870,0.9971153,0.0732769
0.0040373,0.1443977,0.0001607,0.9895197,-0.312338,-0.989518,0.0014490,0.1443973,0.0030320,0.0014106,0.9999989,-0.000368
0.0075889,-0.105356,0.0001538,0.9944345,-0.310153,-0.994433,0.0012920,-0.105356,0.0052283,0.0013010,0.9999991,-1.683142
0.0067178,0.4469688,0.0053328,0.8945336,-0.308985,-0.894548,0.0013438,0.4469684,0.0032963,-0.001181,0.9999848,-0.005371
0.0100172,0.1595248,-0.000998,0.9871934,-0.309059,-0.987192,-0.002098,0.1595225,0.0069009,-0.001911,0.9999973,0.0013203
0.0128636,-0.130596,-0.005130,0.9914223,-0.303789,-0.991431,0.0036778,-0.130578,0.0126913,0.0029764,0.9999800,0.0055664
0.0056684,0.7261877,-0.008669,0.6874417,-0.319204,-0.687405,0.0070981,0.7262390,0.0042598,0.0111758,0.9999372,0.0008049
0.2522514,0.5572722,0.1871985,0.8089526,-0.339507,-0.819638,-0.031820,0.5719970,0.1979810,-0.132818,0.9818065,-0.135702
0.0272053,0.4449845,0.1179111,0.8877419,-0.572838,-0.890333,-0.048470,0.4527215,0.0020547,-0.096410,0.9918404,-0.083411
0.1207733,0.8659435,0.1728167,-0.469335,-0.342670,0.4828645,-0.044358,0.8745708,0.0888014,-0.130321,0.9839546,0.1218592
0.0218534,0.2738378,-0.397030,0.8760020,-0.131385,-0.907042,-0.409486,0.0979494,-0.027364,-0.319822,0.8213935,0.4722566
0.1219584,0.9929377,0.0941573,0.0721741,-0.528363,-0.058285,-0.142715,0.9880461,0.0600942,-0.103332,0.9852749,0.1362194
