-56.5273,27.7977,-14.2887,0.355644,-0.143114,-0.904805,-0.401058,0,1,0.327305
-54.5034,25.114,-13.6217,0.256591,-0.278368,0.92724,0.250473,0,1,0.0701714
-55.3142,25.2309,-14.3622,0.460509,-0.00692677,-0.910891,-0.412589,0,1,0.599527
-54.1789,26.0599,-13.6217,0.148631,-0.166522,-0.95762,-0.235019,0.210082,1,0
-54.9896,26.1769,-14.3622,0.269208,-0.233221,-0.898466,-0.371975,0,1,0.102925
-55.7122,29.5837,-13.4748,0.149376,-0.292566,-0.925767,-0.2395,0.208149,1,0
-54.8926,29.0202,-12.8611,0.132671,-0.258367,-0.933935,-0.247007,0.251513,1,0
-54.1452,27.0058,-13.008,0.181274,0.13585,0.963349,0.23131,0.125344,1,0
-55.1894,27.6233,-13.0414,0.182368,0.0166134,0.97987,0.198943,0.122504,1,0
-52.7108,29.1376,-14.3822,0.175827,-0.106175,-0.985007,-0.135973,0.139484,1,0
-52.0616,28.3008,-14.3822,0.245077,0.185158,0.967805,0.1705,0,1,0.0402844
-52.7881,26.372,-14.2553,0.29724,-0.0126306,-0.991807,-0.12712,0,1,0.175695
-53.0247,23.9585,-12.8321,0.279225,0.0682632,-0.972678,-0.221895,0,1,0.128928
-52.6377,23.1001,-13.5727,0.247034,0.0190717,-0.982097,-0.187408,0,1,0.045363
-53.996,22.3203,-14.3265,0.619757,0.0788242,-0.917597,-0.389618,0,0.987079,1
-53.6413,23.2365,-14.3265,0.302474,0.175931,0.936743,0.302589,0,1,0.18928
-52.8083,21.3686,-13.6962,0.454399,0.0987925,-0.915854,-0.389168,0,1,0.583665
-53.1366,20.4797,-13.0108,0.584017,-0.271005,0.905643,0.32614,0,1,0.920142
-52.8072,19.7436,-0.554759,0.601927,0.368308,-0.929552,-0.0168156,0,1,0.966635
-52.4604,20.7242,-0.00717807,0.377333,-0.231094,0.963105,-0.137929,0,1,0.383608
-53.8282,22.0918,0.855302,0.413411,0.281482,-0.959361,0.0198867,0,1,0.477264
-52.8589,19.7263,2.71544,0.616439,0.363357,-0.929014,0.0700321,0,0.995693,1
-52.8038,19.7496,5.80618,0.553885,-0.345541,0.927622,-0.141838,0,1,0.841924
-52.5062,20.7216,5.0606,0.364444,0.234666,-0.972001,0.0121192,0,1,0.35015
-51.695,20.4196,4.34366,0.378262,0.201498,-0.9699,0.136719,0,1,0.38602
-50.585,20.9372,4.40067,0.455644,-0.112687,0.988989,-0.0959333,0,1,0.586897
-50.2025,21.8517,3.52279,0.348829,0.0751919,-0.997162,-0.00385442,0,1,0.309615
-49.5569,21.3195,2.73178,0.378779,-0.0468616,0.996622,-0.067437,0,1,0.387361
-48.5802,21.775,2.18515,0.422968,0.0221706,-0.999519,0.0216899,0,1,0.502074
-47.8389,22.1207,2.82391,0.420907,0.0334863,-0.997715,0.0586826,0,1,0.496724
-54.3168,24.9823,0.77201,0.256694,0.177524,-0.983181,0.0429104,0,1,0.0704409
-47.509,23.2085,-0.895902,0.352158,0.0243505,-0.999512,-0.0195403,0,1,0.318256
-54.5857,27.236,-0.621181,0.189869,0.00923146,-0.999628,-0.0256657,0.103033,1,0
-55.7197,27.7547,-0.525991,0.152173,0.0471185,0.994883,0.0893777,0.200889,1,0
-54.575,27.1923,-1.93662,0.182376,0.00586508,0.996467,0.0837776,0.122484,1,0
-53.5722,28.1326,-0.260216,0.206463,-0.132031,0.990761,-0.0309963,0.0599567,1,0
-52.4026,27.4767,0.338856,0.24029,-0.0766031,0.995603,0.0539166,0,1,0.027856
-45.9289,25.9524,-0.330184,0.380177,0.0413232,-0.9991,-0.00962003,0,1,0.390992
-45.3085,24.851,-0.655656,0.340475,0.0190592,-0.999767,-0.0101251,0,1,0.287929
-44.8059,24.3359,0.234147,0.329599,0.0245684,-0.999698,-0.000399832,0,1,0.259696
-47.1827,25.5247,-0.116368,0.336626,0.00553997,0.999972,-0.00508604,0,1,0.277937
-57.2765,29.4191,-0.879007,0.166349,-0.0361183,-0.998295,-0.045849,0.164088,1,0
-48.9411,26.9029,-0.12304,0.308991,0.0647238,-0.99683,-0.0462766,0,1,0.206199
-51.372,27.845,-1.58066,0.251265,0.0885817,-0.995479,-0.0342862,0,1,0.0563458
-48.7142,26.4712,-1.2302,0.331868,0.0460578,-0.998912,0.0073682,0,1,0.265584
-48.1983,27.2976,-2.05158,0.290642,0.0247447,-0.999056,-0.0356975,0,1,0.158566
-47.5571,26.3334,-2.25641,0.29519,0.0164385,0.999351,0.0320673,0,1,0.170373
-51.1498,27.6896,-0.421464,0.249319,0.082603,-0.996372,-0.0204954,0,1,0.051294
-56.3485,29.4805,-2.86436,0.126384,-0.109773,-0.974422,-0.196089,0.267834,1,0
-52.3176,28.8225,-2.63127,0.188776,0.0163522,-0.997578,-0.0676146,0.10587,1,0
-51.1326,29.3474,-4.42815,0.245076,-0.0822988,0.996361,0.0221875,0,1,0.0402814
-45.4157,27.9098,-4.97455,0.322949,0.016723,-0.999215,-0.0359125,0,1,0.242433
-50.7126,33.0226,-8.77725,0.0977092,0.00600923,-0.99996,0.00667126,0.342271,1,0
-52.017,31.4408,-6.76839,0.148532,0.0286744,-0.99933,0.0227386,0.210339,1,0
-48.251,34.4874,-12.7912,0.104028,0.00736239,0.997467,0.0707535,0.325869,1,0
-48.5773,35.6463,-12.7716,0.0829659,0.18085,0.982448,0.0457092,0.380544,1,0
-47.5113,28.5183,-5.45565,0.248285,-0.0605829,0.997498,0.0364207,0,1,0.0486104
-49.2498,27.3836,-2.91803,0.29097,0.0626499,-0.997829,0.0203188,0,1,0.159418
-49.1933,28.4135,-3.38565,0.239229,0.0185961,0.999439,0.0278438,0,1,0.0251019
-52.3669,28.9328,-4.05769,0.179052,0.0169596,-0.999253,-0.0347256,0.131113,1,0
-54.1136,30.6107,-6.24675,0.127364,0.0986602,0.985193,0.140216,0.26529,1,0
-53.2756,29.7449,-4.22232,0.167651,-0.087767,0.995696,0.0297878,0.160709,1,0
-53.2192,31.3522,-5.88774,0.108062,0.0537504,-0.997633,-0.0428844,0.315397,1,0
-57.2415,31.3903,-3.41767,0.0783675,-0.326678,-0.944881,0.0219606,0.392481,1,0
-57.6121,30.5335,-4.22173,0.122783,-0.0962386,-0.984644,-0.145649,0.277182,1,0
-55.1717,31.5048,-6.19807,0.125827,-0.0586393,-0.989153,-0.134679,0.269279,1,0
-57.1907,31.3295,-5.1024,0.107327,0.123052,0.864264,0.487756,0.317305,1,0
-50.496,35.6782,-14.274,0.0677561,0.339792,0.937547,0.0744827,0.420027,1,0
-49.6623,36.2085,-13.5913,0.0725071,-0.127502,-0.991411,-0.0291038,0.407694,1,0
-48.7918,36.8176,-14.3132,0.0609009,-0.0835144,-0.996493,-0.00510389,0.437823,1,0
-58.1976,31.4373,-6.02133,0.0565626,-0.406099,-0.902158,-0.145586,0.449085,1,0
-57.2554,30.9248,-6.55489,0.0838635,-0.396435,-0.917215,-0.0394423,0.378213,1,0
-56.8539,31.7907,-7.51135,0.0613769,-0.476311,-0.872304,-0.11051,0.436587,1,0
-50.4494,34.3938,-14.274,0.104912,-0.11771,-0.992728,-0.0252057,0.323574,1,0
-51.2263,32.9317,-10.6035,0.211179,0.00214569,-0.968307,-0.249753,0.0477123,1,0
-52.2804,33.3775,-11.0882,0.0704612,-0.00190276,-0.998416,-0.0562261,0.413005,1,0
-53.3593,31.9298,-9.84173,0.102002,0.213386,0.965232,0.150974,0.331128,1,0
-53.7988,30.6443,-9.85236,0.180406,0.00420132,-0.996168,-0.0873541,0.127597,1,0
-53.4168,32.4929,-10.9961,0.118062,-0.248453,-0.966447,-0.0652055,0.289438,1,0
-52.4963,33.1748,-12.407,0.0759977,0.0353949,-0.998506,-0.0416389,0.398633,1,0
-51.5663,32.706,-13.0746,0.119568,-0.163465,-0.98643,-0.0153204,0.285528,1,0
-50.6193,32.6408,-11.9223,0.206742,-0.150289,-0.98762,-0.044946,0.0592302,1,0
-52.258,31.5734,-13.7965,0.138512,-0.0404751,-0.994887,-0.0925315,0.236352,1,0
-54.9282,31.2074,-9.62405,0.119183,0.0299669,0.993735,0.107672,0.286528,1,0
-55.0063,30.8495,-8.44544,0.112004,-0.0103658,-0.98939,-0.144914,0.305162,1,0
-53.4758,31.2556,-12.9825,0.105236,-0.196542,-0.974905,-0.10455,0.322732,1,0
-53.6328,32.2901,-12.3149,0.112587,0.27803,0.957651,0.0748641,0.303649,1,0
-51.5783,33.826,-14.274,0.0984764,-0.304867,-0.948267,-0.0885778,0.34028,1,0
-57.9068,30.8409,-9.06084,0.0821057,-0.421776,-0.874015,-0.241253,0.382777,1,0
-55.6911,33.2614,-11.3146,0.0505151,0.38922,0.905238,0.170446,0.464783,1,0
-58.4625,32.0326,-9.36566,0.0821057,-0.421776,-0.874015,-0.241253,0.382777,1,0
-58.2403,33.258,-10.8556,0.0514574,-0.512709,-0.803773,-0.301792,0.462337,1,0
-58.5595,32.2407,-10.5265,0.0821057,-0.421776,-0.874015,-0.241253,0.382777,1,0
-54.8927,34.2027,-14.3282,0.0620593,0.587757,0.79923,0.125591,0.434816,1,0
-56.8785,32.0676,-13.5422,0.0631921,-0.506098,-0.847127,-0.161989,0.431875,1,0
-57.8319,32.0788,-14.3562,0.171733,-0.50753,-0.737452,-0.445621,0.150111,1,0
-58.8576,32.7777,-14.3562,0.0879184,-0.609539,-0.770877,-0.184964,0.367687,1,0
-59.3459,48.3956,-14.3973,0.636699,0.0591127,-0.99471,-0.084009,1,0.510105,0
-59.4463,45.3859,-14.2885,0.520582,0.110438,-0.988604,-0.102299,1,0.673143,0
-60.0598,46.5182,-14.2885,0.487443,0.0817579,-0.991466,-0.101544,1,0.719673,0
-61.1983,46.7117,-13.6214,0.553907,0.0229122,-0.994429,-0.102887,1,0.626351,0
-60.7903,47.6742,-13.0228,0.614588,0.0270372,-0.993908,-0.106848,1,0.541151,0
-61.4142,45.6399,-12.8819,0.515753,0.0168108,0.995295,0.0954193,1,0.679924,0
-62.3824,42.0006,-13.5961,0.453825,-0.0457905,0.918696,0.392302,1,0.766875,0
-61.6958,40.4829,-13.582,0.410612,0.329943,-0.903768,-0.272654,1,0.82755,0
-62.5459,40.6882,-14.3356,0.633501,0.122408,-0.904092,-0.409432,1,0.514596,0
-60.0698,38.6246,-12.5826,0.163814,0.381654,-0.904334,-0.191103,0.825924,1,0
-57.6782,39.8273,-14.275,0.201918,0.392209,-0.909567,-0.137331,0.879426,1,0
-58.8841,39.3041,-12.5665,0.209992,0.0889342,-0.991145,-0.0985984,0.890763,1,0
-60.8254,38.6945,-11.2867,0.199592,0.39944,-0.89083,-0.216494,0.87616,1,0
-58.7407,40.2131,-13.5215,0.289796,0.273881,-0.956899,-0.0966099,1,0.997186,0
-59.6831,40.6375,-14.2423,0.290787,0.193464,-0.971781,-0.134956,1,0.995794,0
-59.0305,42.5535,-14.0912,0.362575,0.151694,-0.985464,-0.0764858,1,0.894998,0
-59.4583,41.7078,-13.3376,0.26906,0.113094,-0.986927,-0.114823,0.973699,1,0
