15.1427,43.4468,8.44463,-0.283132,0.958295,-0.0388189,0.363825
15.8181,42.7568,6.12523,-0.264513,0.96311,-0.0495152,0.353673
15.2658,42.5499,5.65614,-0.251899,0.966119,-0.0562255,0.353824
16.6375,43.3744,4.15612,-0.251005,0.966331,-0.0565685,0.361391
15.3787,42.6842,3.99323,-0.233579,0.970101,-0.0659137,0.35769
14.2088,42.5148,1.40636,-0.181588,0.979107,-0.0915168,0.36554
13.55,42.1827,1.00059,-0.157638,0.982159,-0.102533,0.365726
13.0592,41.8568,1.35666,-0.147597,0.983243,-0.106998,0.363025
11.7957,41.3501,0.656734,-0.0786776,0.987587,-0.135951,0.361824
10.7674,41.7831,1.86314,-0.113726,0.986066,-0.121409,0.366129
10.9355,41.4138,1.00472,-0.0814615,0.987477,-0.135108,0.362804
10.7853,40.6657,1.22254,-0.056966,0.987942,-0.143962,0.353232
10.922,41.3236,2.525,-0.104925,0.986634,-0.124678,0.358774
11.8778,40.0891,2.28769,-0.0392902,0.988095,-0.148746,0.343486
12.2742,39.8516,1.59343,-0.0199883,0.987708,-0.155025,0.342885
12.87,38.7194,1.31745,0.0366832,0.984974,-0.168761,0.331714
12.114,39.1529,1.26108,0.0086583,0.986611,-0.162859,0.335972
11.9159,39.5028,-0.0715896,0.0146089,0.985742,-0.167626,0.343095
12.2151,40.3039,-0.148571,-0.0111134,0.987008,-0.160289,0.352189
13.2577,37.9879,-0.194774,0.0829364,0.980323,-0.179132,0.328271
12.6959,38.3667,-0.633497,0.0760613,0.98051,-0.181146,0.332797
12.8097,39.106,-0.276099,0.0499665,0.983257,-0.17524,0.340228
13.9284,39.4458,-1.80474,0.0884032,0.978291,-0.187434,0.350328
13.2386,39.3473,-1.47127,0.071256,0.980444,-0.183446,0.346935
15.1544,37.9183,-3.37126,0.177943,0.965911,-0.188021,0.344416
13.914,38.258,-3.66238,0.151448,0.968376,-0.19827,0.343295
14.0403,39.0691,-3.40797,0.126521,0.97217,-0.197175,0.351582
14.5369,38.8967,-2.85232,0.132049,0.972299,-0.192866,0.349949
14.4106,38.0855,-3.10673,0.153222,0.969403,-0.191782,0.341662
14.1589,38.0617,-4.49761,0.171977,0.964603,-0.199914,0.344574
14.3784,38.813,-5.00342,0.170353,0.963534,-0.206357,0.355159
14.4203,39.6882,-3.84567,0.122136,0.972023,-0.200632,0.361086
13.3116,40.2899,-4.92108,0.113827,0.970735,-0.211463,0.369191
13.4014,41.0946,-4.91359,0.0879624,0.974136,-0.208137,0.378523
12.4307,42.5836,-4.75755,0.0178659,0.981456,-0.190854,0.393027
11.9188,42.905,-5.18238,0.00947941,0.981505,-0.191201,0.397741
11.2787,42.4349,-5.3866,0.0270836,0.978583,-0.204064,0.392064
10.8187,42.4423,-6.56658,0.0460298,0.972802,-0.227019,0.395602
9.60965,43.7484,-6.39062,-0.0245435,0.9832,-0.180873,0.410656
9.95312,44.8067,-5.61735,-0.0557792,0.985766,-0.158598,0.421199
9.8326,44.9805,-4.89603,-0.078251,0.986605,-0.143135,0.421416
9.24751,45.917,-4.78081,-0.106734,0.98671,-0.122518,0.433211
8.18649,45.3357,-3.51267,-0.116937,0.986427,-0.11527,0.424645
8.54507,44.6623,-4.02858,-0.0933216,0.986812,-0.132263,0.41643
6.96211,44.5984,-4.28489,-0.09879,0.98697,-0.127008,0.417008
6.39781,45.1989,-4.758,-0.111081,0.987024,-0.11595,0.426188
5.72266,44.8545,-5.11821,-0.105163,0.987209,-0.119828,0.422473
7.28142,45.4291,-5.99761,-0.0980563,0.98714,-0.126253,0.430613
7.21227,44.3631,-6.96221,-0.0620353,0.986161,-0.153748,0.41882
7.05881,43.0284,-6.38159,-0.0368784,0.984405,-0.172007,0.399995
6.79635,42.8098,-5.46857,-0.047626,0.985438,-0.163227,0.395093
5.40444,42.0791,-7.24174,-0.0292187,0.984444,-0.173251,0.388448
4.94475,41.5861,-6.51302,-0.0319679,0.98496,-0.169802,0.38
4.47164,41.0899,-6.87629,-0.02275,0.984707,-0.172726,0.373603
4.56697,41.4562,-7.75715,-0.0195426,0.984321,-0.175303,0.38031
5.08496,42.0677,-7.92291,-0.0244346,0.984329,-0.174643,0.389557
4.80127,42.9883,-8.19829,-0.0458468,0.985929,-0.160752,0.402355
4.13107,43.2273,-8.30274,-0.062088,0.986982,-0.148365,0.405382
3.68377,43.7204,-7.68225,-0.0863284,0.987605,-0.13109,0.411121
5.50659,43.9359,-7.06274,-0.0733253,0.986973,-0.143208,0.412992
6.42578,43.3313,-7.55796,-0.0441026,0.985169,-0.165825,0.406431
5.77604,43.5477,-7.6637,-0.0560923,0.986167,-0.155978,0.40909
7.92656,42.3608,-7.59022,0.00668156,0.978812,-0.20465,0.394796
8.08317,41.6183,-7.25187,0.0410107,0.97228,-0.230193,0.384171
8.29417,41.1917,-7.99639,0.0796518,0.961527,-0.26291,0.381159
9.0334,41.0398,-7.90093,0.100082,0.955028,-0.279116,0.380055
9.87911,41.9332,-7.25563,0.0621927,0.967301,-0.245887,0.390389
9.35756,40.4307,-7.56614,0.14111,0.938869,-0.314026,0.371616
9.66298,40.6921,-6.7353,0.110399,0.953085,-0.281853,0.372558
9.33883,41.3012,-7.07009,0.0792878,0.962439,-0.259663,0.380997
10.5227,41.0512,-6.94832,0.127362,0.946041,-0.297969,0.37915
10.5311,41.8405,-7.09327,0.0786173,0.963142,-0.25725,0.389625
10.8621,40.8894,-6.16441,0.106409,0.960233,-0.258128,0.375097
11.472,41.5203,-6.0235,0.0768534,0.969536,-0.23258,0.383464
12.1932,41.3188,-6.45958,0.103615,0.965407,-0.239277,0.384182
11.5832,40.6878,-6.60048,0.126076,0.958338,-0.256305,0.375815
11.6263,40.5946,-7.43034,0.147553,0.951144,-0.271207,0.378187
11.7685,39.9177,-6.38119,0.146575,0.955419,-0.2563,0.366088
13.1127,38.629,-7.55372,0.209077,0.954525,-0.212528,0.358766
13.7626,38.5577,-8.0177,0.22798,0.953432,-0.197463,0.362425
14.0778,37.2606,-7.3213,0.247865,0.95272,-0.175747,0.34624
14.6409,38.5631,-7.08861,0.228229,0.955398,-0.187421,0.362763
15.0318,37.4636,-4.6237,0.212012,0.960178,-0.181961,0.344366
