0,-16.2042,105.809,-41.1051
0,-16.2018,105.853,-41.3023
0,-16.1999,105.888,-41.4558
0,-16.1965,105.95,-41.7298
0,-16.2053,105.794,-41.0449
0,-16.2066,105.777,-40.972
0,-16.2076,105.763,-40.9144
0,-16.2181,105.696,-40.6365
0,-16.1946,105.968,-41.8097
0,-16.185,106.046,-42.1515
0,-16.4291,104.615,-36.4299
0,-16.4117,104.689,-36.6874
0,-16.3861,104.799,-37.0673
0,-16.4091,104.701,-36.7263
0,-16.3802,104.826,-37.1699
0,-16.364,104.914,-37.5146
0,-16.3569,104.952,-37.6656
0,-16.3426,105.03,-37.9693
0,-16.3316,105.085,-38.1843
0,-16.2923,105.293,-38.9937
0,-16.3036,105.233,-38.7618
0,-16.3173,105.16,-38.4781
0,-16.2736,105.392,-39.3964
0,-16.2588,105.473,-39.7262
0,-16.2368,105.594,-40.2197
0,2.73174,71.3928,71.5307
0,2.73241,71.3924,71.5341
0,2.70733,71.4111,71.3993
0,2.57546,71.5097,70.6897
0,2.63318,71.4665,71.0003
0,2.7897,71.3321,71.92
0,2.80554,71.3029,72.0998
0,2.87749,71.17,72.9165
0,2.89759,71.1329,73.1447
0,2.7413,71.3831,71.5939
0,2.78935,71.3327,71.9168
0,2.78101,71.3414,71.8608
1,-15.3268,105.883,-44.0418
1,-15.3257,105.912,-44.1763
1,-15.3221,106.006,-44.6258
1,-15.3192,106.082,-44.9905
1,-15.3568,105.514,-42.3676
1,-15.3529,105.552,-42.5316
1,-15.3411,105.663,-43.0244
1,-15.338,105.693,-43.157
1,-15.3785,105.327,-41.5493
1,-15.3801,105.311,-41.4808
1,-15.3768,105.342,-41.6176
1,-15.3695,105.411,-41.9148
1,-15.389,105.234,-41.1501
1,-15.4946,104.65,-38.7598
1,-15.49,104.674,-38.8554
1,-15.6947,103.791,-35.5134
1,-15.6568,103.929,-36.0298
1,-15.6245,104.055,-36.4899
1,-15.6011,104.146,-36.8232
1,-15.6414,103.989,-36.2496
1,-15.5941,104.176,-36.9279
1,-15.5738,104.269,-37.2818
1,-15.5698,104.288,-37.3517
1,-15.5471,104.392,-37.7471
1,-15.5457,104.4,-37.7776
1,-15.5299,104.478,-38.0846
1,-15.8386,103.329,-33.8755
1,-15.8481,103.298,-33.7664
1,-15.8671,103.225,-33.5255
1,-15.3353,105.744,-43.3772
1,-15.3194,106.121,-45.1821
1,-15.3207,106.235,-45.726
1,-15.3209,106.253,-45.8132
1,-15.3208,106.24,-45.75
1,-15.7172,103.717,-35.2442
1,-15.7455,103.624,-34.905
1,-15.7007,103.771,-35.441
1,-15.798,103.458,-34.3237
1,-15.759,103.581,-34.7553
1,-15.5201,104.526,-38.2725
1,-15.519,104.531,-38.293
1,-15.4659,104.801,-39.369
1,-15.4368,104.954,-39.989
1,-15.4587,104.839,-39.5231
1,-15.4104,105.104,-40.612
1,-15.4271,105.003,-40.1923
1,-15.4037,105.145,-40.7801
1,-15.3345,105.758,-43.4453
1,-15.3319,105.801,-43.6486
1,3.29409,71.0438,70.0293
1,3.29786,71.0415,70.0484
1,3.18803,71.1147,69.4793
1,3.12908,71.154,69.1735
1,3.21373,71.0975,69.6126
1,3.64258,70.7416,72.1212
1,3.62833,70.768,71.9647
1,3.73308,70.574,73.1156
1,3.68265,70.6674,72.5615
1,3.78209,70.3892,74.1134
1,3.76058,70.4757,73.6508
1,3.75972,70.4791,73.6325
1,3.7383,70.5653,73.172
1,3.7814,70.3803,74.1512
1,3.77694,70.3042,74.49
1,3.77374,70.2495,74.7336
1,3.7721,70.2213,74.8588
1,3.00333,71.2117,68.5805
1,3.05155,71.1878,68.8124
1,3.06558,71.1808,68.8799
1,3.08777,71.1697,68.9866
1,3.52034,70.88,71.2371
1,3.47426,70.9134,70.9909
1,3.40946,70.9605,70.6447
1,3.30031,71.0396,70.0617
1,3.55637,70.8421,71.4797
1,3.57093,70.8271,71.5779
1,3.61915,70.7775,71.9028
2,-14.5231,105.048,-42.8712
2,-14.5237,105.043,-42.8469
2,-14.5381,104.904,-42.2332
2,-14.5329,104.954,-42.4565
2,-14.5599,104.73,-41.4795
2,-14.5687,104.653,-41.1472
2,-14.5386,104.9,-42.2175
2,-14.5565,104.757,-41.5964
2,-14.6989,103.975,-38.3786
2,-14.6768,104.09,-38.8393
2,-14.6722,104.114,-38.935
2,-14.6546,104.206,-39.3026
2,-14.7364,103.814,-37.7593
2,-14.7086,103.927,-38.1932
2,-14.7813,103.632,-37.0589
2,-14.7556,103.736,-37.4594
2,-14.7926,103.58,-36.8641
2,-14.6445,104.256,-39.4999
2,-14.8162,103.491,-36.5368
2,-14.6361,104.301,-39.6884
2,-14.6432,104.263,-39.5278
2,-15.0488,102.734,-33.8079
2,-15.0445,102.745,-33.8468
2,-14.9479,103.052,-34.9271
2,-14.9647,103.001,-34.7407
2,-15.0053,102.871,-34.2859
2,-14.9985,102.892,-34.3611
2,-15.1231,102.516,-33.0599
2,-15.1396,102.475,-32.9365
2,-15.2203,102.277,-32.3336
2,-15.3044,102.071,-31.705
2,-15.3141,102.044,-31.6231
2,-15.0847,102.628,-33.4462
2,-15.1168,102.534,-33.1233
2,-15.3242,102.008,-31.5193
2,-14.4969,105.442,-44.7315
2,-14.4981,105.418,-44.6179
2,-14.4988,105.556,-45.2948
2,-14.4993,105.652,-45.7684
2,-14.4985,105.516,-45.0989
2,-14.4987,105.548,-45.2581
2,-14.4997,105.693,-45.9606
2,-14.5191,105.915,-47.1126
2,-14.5144,105.879,-46.9222
2,-14.5056,105.767,-46.3434
2,-14.5097,105.819,-46.6136
2,-14.9182,103.146,-35.2626
2,-14.8854,103.249,-35.6331
2,-14.8715,103.292,-35.7898
2,-14.8495,103.372,-36.0874
2,-14.8301,103.441,-36.3493
2,-14.5791,104.59,-40.8861
2,-14.6018,104.475,-40.4102
2,-14.6111,104.428,-40.2136
2,-14.5108,105.163,-43.3985
2,-14.5039,105.302,-44.0635
2,-14.5076,105.228,-43.7088
2,4.44281,70.2691,71.7319
2,4.46,70.246,71.8743
2,4.47815,70.2217,72.0245
2,4.47291,70.2287,71.9811
2,4.42283,70.2939,71.5802
2,4.4402,70.2729,71.71
2,4.40396,70.3167,71.4392
2,4.41242,70.3065,71.5024
2,4.5115,70.1645,72.395
2,4.58626,70.0363,73.2253
2,4.55706,70.0864,72.9011
2,4.38311,70.3305,71.3213
2,4.21655,70.4617,70.3883
2,4.34414,70.3668,71.0749
2,4.37257,70.3403,71.2547
2,4.36374,70.3485,71.1988
3,-13.6782,104.652,-43.7362
3,-13.6907,104.518,-43.1087
3,-13.6959,104.462,-42.847
3,-13.7037,104.379,-42.4596
3,-13.6773,104.659,-43.7709
3,-14.072,102.695,-35.6885
3,-14.0364,102.81,-36.1212
3,-14.0018,102.923,-36.5417
3,-13.9916,102.956,-36.6661
3,-13.9582,103.071,-37.1027
3,-13.9507,103.096,-37.2008
3,-13.952,103.092,-37.1838
3,-14.3603,101.882,-32.8398
3,-14.3332,101.958,-33.0847
3,-14.4222,101.712,-32.3104
3,-14.4709,101.577,-31.893
3,-14.3783,101.833,-32.6859
3,-14.4786,101.556,-31.8249
3,-14.4851,101.539,-31.771
3,-13.9066,103.274,-37.8841
3,-13.9048,103.282,-37.9138
3,-13.8801,103.394,-38.3352
3,-13.9015,103.297,-37.9699
3,-13.8647,103.461,-38.6089
3,-13.8474,103.537,-38.9166
3,-13.8557,103.501,-38.77
3,-13.8278,103.635,-39.3019
3,-13.7617,103.985,-40.7491
3,-13.7653,103.966,-40.6675
3,-13.7775,103.901,-40.3942
3,-13.7979,103.791,-39.9345
3,-13.8017,103.771,-39.8547
3,-13.8184,103.684,-39.5021
3,-14.2637,102.14,-33.7207
3,-14.262,102.144,-33.7359
3,-14.2606,102.148,-33.7486
3,-14.1936,102.322,-34.347
3,-14.0819,102.664,-35.5716
3,-14.1065,102.592,-35.3159
3,-14.1285,102.525,-35.0719
3,-14.137,102.498,-34.9772
3,-14.1746,102.382,-34.5592
3,-13.6627,104.941,-45.1339
3,-13.6682,104.837,-44.63
