12.6766,9.97973,-13.7259,0.965107,0.261858,0,0,1,0.620492
11.9439,4.83823,-11.3162,0.878314,0.478085,0,0,1,0.584092
12.728,16.508,-19.0439,0.999658,-0.0261681,0,0,1,0.639458
12.3069,16.5263,-17.3485,0.999709,-0.0241348,0,0,1,0.636267
11.3304,16.3608,-17.5113,0.99988,-0.0155128,0,0,1,0.631106
12.1519,16.9932,-18.2475,0.999284,-0.0378272,0,0,1,0.635607
12.8609,19.8712,-20.5483,0.994796,-0.101888,0,0,0,0.638411
11.3959,3.63914,-9.98995,0.821295,0.570504,0,0,1,0.567263
11.495,8.53415,-14.1442,0.957761,0.287565,0,0,1,0.610257
11.7449,14.472,-17.0477,0.999052,0.0435368,0,0,1,0.632515
11.4284,19.2384,-19.5968,0.994648,-0.103325,0,0,1,0.630428
11.1754,16.8277,-18.4103,0.99945,-0.0331597,0,0,1,0.630445
12.2303,19.0875,-20.3526,0.99635,-0.0853639,0,0,1,0.635534
11.3375,12.7279,-16.2182,0.992245,0.124296,0,0,1,0.626944
11.6777,11.1341,-15.1876,0.979354,0.202153,0,0,1,0.622935
11.2806,5.60967,-12.8735,0.918077,0.396403,0,0,1,0.592033
11.2924,13.9095,-17.7789,0.998227,0.059526,0,0,1,0.630298
12.0556,16.0703,-19.9414,0.999922,-0.0124595,0,0,1,0.636263
11.5137,18.9501,-21.1917,0.997103,-0.0760629,0,0,0,0.632258
11.6757,10.1135,-15.4766,0.975896,0.218238,0,0,1,0.620125
11.4909,12.4801,-18.1141,0.995523,0.0945229,0,0,1,0.629039
10.9644,12.9694,-17.3476,0.994986,0.100015,0,0,1,0.626656
11.0977,16.0748,-19.3961,0.999937,-0.011193,0,0,1,0.630857
11.8189,13.4202,-18.5454,0.997875,0.0651588,0,0,1,0.632681
11.6735,18.0891,-21.6354,0.998815,-0.0486752,0,0,0,0.634402
10.8001,15.0454,-19.2283,0.999894,0.0145824,0,0,1,0.629301
8.80308,18.8277,-21.306,0.996999,-0.0774188,0,0,0,0.619043
9.19055,19.121,-20.4288,0.995085,-0.0990246,0,0,1,0.619955
9.32759,16.9837,-19.4983,0.999402,-0.0345741,0,0,1,0.622304
9.77078,18.4708,-20.0568,0.997144,-0.0755271,0,0,1,0.623569
9.48444,17.5564,-20.5034,0.998963,-0.0455402,0,0,1,0.623233
10.1884,16.3055,-19.871,0.999925,-0.0122616,0,0,1,0.626548
9.89088,15.276,-19.7031,0.999923,0.0124123,0,0,1,0.624992
9.80305,10.335,-15.1671,0.972306,0.23371,0,0,1,0.61192
9.16058,10.5368,-15.9669,0.977809,0.209496,0,0,1,0.61092
9.40307,14.7074,-17.9533,0.999401,0.0346064,0,0,1,0.621482
9.6407,8.71404,-13.9745,0.950905,0.309483,0,0,1,0.602767
9.41998,11.7739,-16.2653,0.986853,0.161621,0,0,1,0.615699
10.2349,12.197,-15.6399,0.986376,0.164504,0,0,1,0.619787
9.9567,20.6013,-20.3525,0.987392,-0.158295,0,0,0,0.620457
10.1316,19.7512,-20.8079,0.993132,-0.117,0,0,0,0.623538
9.61394,17.8981,-19.0516,0.998037,-0.0626251,0,0,1,0.62264
10.7118,19.101,-20.4359,0.995667,-0.0929939,0,0,1,0.627152
10.4615,11.2892,-14.9702,0.977449,0.211171,0,0,1,0.617611
10.5525,17.9728,-18.4385,0.997765,-0.0668175,0,0,1,0.626472
10.2848,15.4743,-16.5369,0.999875,0.0158363,0,0,1,0.625491
10.0427,8.79051,-12.9574,0.937797,0.347183,0,0,1,0.60213
11.278,21.49,-19.7161,0.982572,-0.18588,0,0,0,0.624437
